location_id,species_id,method,time_of_day,rate,min_level,max_level,condition_note
142,98,OLD_ROD,ANY,30,10,10,
142,120,OLD_ROD,ANY,5,10,10,
142,120,OLD_ROD,ANY,4,10,10,
142,120,OLD_ROD,ANY,1,10,10,
142,129,GOOD_ROD,ANY,60,25,25,
142,98,GOOD_ROD,ANY,30,25,25,
142,120,GOOD_ROD,ANY,5,25,25,
142,120,GOOD_ROD,ANY,4,25,25,
142,120,GOOD_ROD,ANY,1,25,25,
142,130,SUPER_ROD,ANY,60,50,50,
142,99,SUPER_ROD,ANY,30,50,50,
142,121,SUPER_ROD,ANY,5,50,50,
142,121,SUPER_ROD,ANY,4,50,50,
142,121,SUPER_ROD,ANY,1,50,50,
167,199,SURF,ANY,30,60,60,Surfing + Incense Burner (Galarian form)
167,73,SURF,ANY,60,60,60,
167,279,SURF,ANY,30,60,60,
167,226,SURF,ANY,5,60,60,
167,226,SURF,ANY,4,60,60,
167,226,SURF,ANY,1,60,60,
167,129,OLD_ROD,ANY,60,10,10,
167,370,OLD_ROD,ANY,30,10,10,
167,222,OLD_ROD,ANY,5,10,10,
167,222,OLD_ROD,ANY,4,10,10,
167,222,OLD_ROD,ANY,1,10,10,
167,129,GOOD_ROD,ANY,60,25,25,
167,370,GOOD_ROD,ANY,30,25,25,
167,222,GOOD_ROD,ANY,5,25,25,
167,222,GOOD_ROD,ANY,4,25,25,
167,222,GOOD_ROD,ANY,1,25,25,
167,130,SUPER_ROD,ANY,60,50,50,
167,370,SUPER_ROD,ANY,30,50,50,
167,222,SUPER_ROD,ANY,5,50,50,
167,222,SUPER_ROD,ANY,4,50,50,
167,222,SUPER_ROD,ANY,1,50,50,
195,74,WALK,ANY,20,10,10,
195,41,WALK,ANY,20,10,10,
195,328,WALK,MORNING,10,10,10,
195,293,WALK,MORNING,10,10,10,
195,293,WALK,ANY,10,10,10,
195,304,WALK,ANY,10,10,10,
195,95,WALK,ANY,5,10,10,
195,74,WALK,ANY,5,10,10,
195,95,WALK,ANY,4,10,10,
195,41,WALK,ANY,4,10,10,
195,95,WALK,ANY,1,10,10,
195,41,WALK,ANY,1,10,10,
195,328,SWARM,ANY,20,10,10,Swarm
195,328,WALK,DAY,10,10,10,
195,293,WALK,DAY,10,10,10,
195,328,WALK,NIGHT,10,10,10,
195,293,WALK,NIGHT,10,10,10,
195,41,RADAR,ANY,20,10,10,PokeRadar
195,50,WALK,ANY,10,10,10,Incense Burner (Alolan form)
195,50,WALK,ANY,10,10,10,Incense Burner (Alolan form)
196,74,WALK,ANY,20,11,11,
196,41,WALK,ANY,20,11,11,
196,328,WALK,MORNING,10,11,11,
196,293,WALK,MORNING,10,11,11,
196,293,WALK,ANY,10,11,11,
196,304,WALK,ANY,10,11,11,
196,95,WALK,ANY,5,11,11,
196,74,WALK,ANY,5,11,11,
196,95,WALK,ANY,4,11,11,
196,41,WALK,ANY,4,11,11,
196,95,WALK,ANY,1,11,11,
196,41,WALK,ANY,1,11,11,
196,328,SWARM,ANY,20,11,11,Swarm
196,328,WALK,DAY,10,11,11,
196,293,WALK,DAY,10,11,11,
196,328,WALK,NIGHT,10,11,11,
196,293,WALK,NIGHT,10,11,11,
196,74,RADAR,ANY,20,11,11,PokeRadar
196,50,WALK,ANY,10,11,11,Incense Burner (Alolan form)
196,50,WALK,ANY,10,11,11,Incense Burner (Alolan form)
197,81,WALK,ANY,20,13,13,
197,239,WALK,ANY,20,13,13,
197,100,WALK,MORNING,10,13,13,
197,309,WALK,MORNING,10,13,13,
197,100,WALK,ANY,10,13,13,
197,309,WALK,ANY,10,13,13,
197,425,WALK,ANY,5,13,13,
197,425,WALK,ANY,5,13,13,
197,417,WALK,ANY,4,13,13,
197,417,WALK,ANY,4,13,13,
197,417,WALK,ANY,1,13,13,
197,417,WALK,ANY,1,13,13,
197,100,SWARM,ANY,20,13,13,Swarm
197,100,WALK,DAY,10,13,13,
197,309,WALK,DAY,10,13,13,
197,100,WALK,NIGHT,10,13,13,
197,309,WALK,NIGHT,10,13,13,
197,311,RADAR,ANY,20,13,13,PokeRadar
197,100,WALK,ANY,10,13,13,Incense Burner (Hisuian form)
197,100,WALK,ANY,10,13,13,Incense Burner (Hisuian form)
197,222,SURF,ANY,30,40,40,Surfing + Incense Burner (Galarian form)
197,422,SURF,ANY,60,40,40,
197,72,SURF,ANY,30,40,40,
197,423,SURF,ANY,5,40,40,
197,73,SURF,ANY,4,40,40,
197,73,SURF,ANY,1,40,40,
197,129,OLD_ROD,ANY,60,10,10,
197,90,OLD_ROD,ANY,30,10,10,
197,170,OLD_ROD,ANY,5,10,10,
197,170,OLD_ROD,ANY,4,10,10,
197,170,OLD_ROD,ANY,1,10,10,
197,129,GOOD_ROD,ANY,60,25,25,
197,90,GOOD_ROD,ANY,30,25,25,
197,170,GOOD_ROD,ANY,5,25,25,
197,170,GOOD_ROD,ANY,4,25,25,
197,170,GOOD_ROD,ANY,1,25,25,
197,130,SUPER_ROD,ANY,60,50,50,
197,91,SUPER_ROD,ANY,30,50,50,
197,171,SUPER_ROD,ANY,5,50,50,
197,171,SUPER_ROD,ANY,4,50,50,
197,171,SUPER_ROD,ANY,1,50,50,
200,427,WALK,ANY,20,16,16,
200,285,WALK,ANY,20,16,16,
200,46,WALK,MORNING,10,16,16,
200,46,WALK,MORNING,10,16,16,
200,287,WALK,ANY,10,16,16,
200,290,WALK,ANY,10,16,16,
200,427,WALK,ANY,5,16,16,
200,276,WALK,ANY,5,16,16,
200,427,WALK,ANY,4,16,16,
200,276,WALK,ANY,4,16,16,
200,427,WALK,ANY,1,16,16,
200,276,WALK,ANY,1,16,16,
200,46,SWARM,ANY,20,16,16,Swarm
200,46,WALK,DAY,10,16,16,
200,46,WALK,DAY,10,16,16,
200,198,WALK,NIGHT,10,16,16,
200,200,WALK,NIGHT,10,16,16,
200,265,RADAR,ANY,20,16,16,PokeRadar
200,234,WALK,ANY,10,16,16,Incense Burner
200,234,WALK,ANY,10,16,16,Incense Burner
201,81,WALK,ANY,20,40,40,
201,82,WALK,ANY,20,40,40,
201,310,WALK,MORNING,10,40,40,
201,205,WALK,MORNING,10,40,40,
201,126,WALK,ANY,10,40,40,
201,81,WALK,ANY,10,40,40,
201,310,WALK,ANY,5,40,40,
201,205,WALK,ANY,5,40,40,
201,126,WALK,ANY,4,40,40,
201,126,WALK,ANY,4,40,40,
201,126,WALK,ANY,1,40,40,
201,126,WALK,ANY,1,40,40,
201,310,SWARM,ANY,20,40,40,Swarm
201,310,WALK,DAY,10,40,40,
201,205,WALK,DAY,10,40,40,
201,310,WALK,NIGHT,10,40,40,
201,205,WALK,NIGHT,10,40,40,
201,110,RADAR,ANY,20,40,40,PokeRadar
201,89,WALK,ANY,10,40,40,Incense Burner (Alolan form)
201,89,WALK,ANY,10,40,40,Incense Burner (Alolan form)
201,222,SURF,ANY,30,45,45,Surfing + Incense Burner (Galarian form)
201,72,SURF,ANY,60,45,45,
201,422,SURF,ANY,30,45,45,
201,73,SURF,ANY,5,45,45,
201,73,SURF,ANY,4,45,45,
201,423,SURF,ANY,1,45,45,
201,129,OLD_ROD,ANY,60,10,10,
201,129,OLD_ROD,ANY,30,10,10,
201,129,OLD_ROD,ANY,5,10,10,
201,129,OLD_ROD,ANY,4,10,10,
201,129,OLD_ROD,ANY,1,10,10,
201,129,GOOD_ROD,ANY,60,25,25,
201,456,GOOD_ROD,ANY,30,25,25,
201,129,GOOD_ROD,ANY,5,25,25,
201,456,GOOD_ROD,ANY,4,25,25,
201,456,GOOD_ROD,ANY,1,25,25,
201,130,SUPER_ROD,ANY,60,50,50,
201,457,SUPER_ROD,ANY,30,50,50,
201,90,SUPER_ROD,ANY,5,50,50,
201,457,SUPER_ROD,ANY,4,50,50,
201,457,SUPER_ROD,ANY,1,50,50,
203,74,WALK,ANY,20,23,23,
203,436,WALK,ANY,20,23,23,
203,35,WALK,MORNING,10,23,23,
203,299,WALK,MORNING,10,23,23,
203,358,WALK,ANY,10,23,23,
203,375,WALK,ANY,10,23,23,
203,42,WALK,ANY,5,23,23,
203,42,WALK,ANY,5,23,23,
203,338,WALK,ANY,4,23,23,
203,337,WALK,ANY,4,23,23,
203,338,WALK,ANY,1,23,23,
203,337,WALK,ANY,1,23,23,
203,35,SWARM,ANY,20,23,23,Swarm
203,35,WALK,DAY,10,23,23,
203,299,WALK,DAY,10,23,23,
203,35,WALK,NIGHT,10,23,23,
203,299,WALK,NIGHT,10,23,23,
203,337,RADAR,ANY,20,23,23,PokeRadar
203,74,WALK,ANY,10,23,23,Incense Burner (Alolan form)
203,74,WALK,ANY,10,23,23,Incense Burner (Alolan form)
203,79,SURF,ANY,30,40,40,Surfing + Incense Burner (Galarian form)
203,41,SURF,ANY,60,40,40,
203,41,SURF,ANY,30,40,40,
203,42,SURF,ANY,5,40,40,
203,42,SURF,ANY,4,40,40,
203,42,SURF,ANY,1,40,40,
203,129,OLD_ROD,ANY,60,10,10,
203,129,OLD_ROD,ANY,30,10,10,
203,129,OLD_ROD,ANY,5,10,10,
203,129,OLD_ROD,ANY,4,10,10,
203,129,OLD_ROD,ANY,1,10,10,
203,129,GOOD_ROD,ANY,60,25,25,
203,339,GOOD_ROD,ANY,30,25,25,
203,129,GOOD_ROD,ANY,5,25,25,
203,339,GOOD_ROD,ANY,4,25,25,
203,339,GOOD_ROD,ANY,1,25,25,
203,130,SUPER_ROD,ANY,60,50,50,
203,340,SUPER_ROD,ANY,30,50,50,
203,130,SUPER_ROD,ANY,5,50,50,
203,340,SUPER_ROD,ANY,4,50,50,
203,340,SUPER_ROD,ANY,1,50,50,
204,437,WALK,ANY,20,51,51,
204,75,WALK,ANY,20,51,51,
204,35,WALK,MORNING,10,51,51,
204,299,WALK,MORNING,10,51,51,
204,358,WALK,ANY,10,51,51,
204,42,WALK,ANY,10,51,51,
204,375,WALK,ANY,5,51,51,
204,375,WALK,ANY,5,51,51,
204,338,WALK,ANY,4,51,51,
204,337,WALK,ANY,4,51,51,
204,338,WALK,ANY,1,51,51,
204,337,WALK,ANY,1,51,51,
204,35,SWARM,ANY,20,51,51,Swarm
204,35,WALK,DAY,10,51,51,
204,299,WALK,DAY,10,51,51,
204,35,WALK,NIGHT,10,51,51,
204,299,WALK,NIGHT,10,51,51,
204,337,RADAR,ANY,20,51,51,PokeRadar
204,28,WALK,ANY,10,51,51,Incense Burner (Alolan form)
204,28,WALK,ANY,10,51,51,Incense Burner (Alolan form)
205,437,WALK,ANY,20,51,51,
205,75,WALK,ANY,20,51,51,
205,35,WALK,MORNING,10,51,51,
205,299,WALK,MORNING,10,51,51,
205,358,WALK,ANY,10,51,51,
205,42,WALK,ANY,10,51,51,
205,375,WALK,ANY,5,51,51,
205,375,WALK,ANY,5,51,51,
205,338,WALK,ANY,4,51,51,
205,337,WALK,ANY,4,51,51,
205,338,WALK,ANY,1,51,51,
205,337,WALK,ANY,1,51,51,
205,35,SWARM,ANY,20,51,51,Swarm
205,35,WALK,DAY,10,51,51,
205,299,WALK,DAY,10,51,51,
205,35,WALK,NIGHT,10,51,51,
205,299,WALK,NIGHT,10,51,51,
205,337,RADAR,ANY,20,51,51,PokeRadar
205,28,WALK,ANY,10,51,51,Incense Burner (Alolan form)
205,28,WALK,ANY,10,51,51,Incense Burner (Alolan form)
206,460,WALK,ANY,20,53,53,
206,308,WALK,ANY,20,53,53,
206,460,WALK,MORNING,10,53,53,
206,294,WALK,MORNING,10,53,53,
206,294,WALK,ANY,10,53,53,
206,359,WALK,ANY,10,53,53,
206,232,WALK,ANY,5,53,53,
206,217,WALK,ANY,5,53,53,
206,232,WALK,ANY,4,53,53,
206,217,WALK,ANY,4,53,53,
206,232,WALK,ANY,1,53,53,
206,217,WALK,ANY,1,53,53,
206,460,SWARM,ANY,20,53,53,Swarm
206,460,WALK,DAY,10,53,53,
206,294,WALK,DAY,10,53,53,
206,460,WALK,NIGHT,10,53,53,
206,294,WALK,NIGHT,10,53,53,
206,36,RADAR,ANY,20,53,53,PokeRadar
206,903,WALK,ANY,10,53,53,Incense Burner
206,903,WALK,ANY,10,53,53,Incense Burner
207,460,WALK,ANY,20,52,52,
207,308,WALK,ANY,20,52,52,
207,460,WALK,MORNING,10,52,52,
207,294,WALK,MORNING,10,52,52,
207,294,WALK,ANY,10,52,52,
207,359,WALK,ANY,10,52,52,
207,232,WALK,ANY,5,52,52,
207,217,WALK,ANY,5,52,52,
207,232,WALK,ANY,4,52,52,
207,217,WALK,ANY,4,52,52,
207,232,WALK,ANY,1,52,52,
207,217,WALK,ANY,1,52,52,
207,460,SWARM,ANY,20,52,52,Swarm
207,460,WALK,DAY,10,52,52,
207,294,WALK,DAY,10,52,52,
207,460,WALK,NIGHT,10,52,52,
207,294,WALK,NIGHT,10,52,52,
207,36,RADAR,ANY,20,52,52,PokeRadar
207,38,WALK,ANY,10,52,52,Incense Burner (Alolan form)
207,38,WALK,ANY,10,52,52,Incense Burner (Alolan form)
208,437,WALK,ANY,20,53,53,
208,75,WALK,ANY,20,53,53,
208,35,WALK,MORNING,10,53,53,
208,299,WALK,MORNING,10,53,53,
208,358,WALK,ANY,10,53,53,
208,42,WALK,ANY,10,53,53,
208,375,WALK,ANY,5,53,53,
208,375,WALK,ANY,5,53,53,
208,338,WALK,ANY,4,53,53,
208,337,WALK,ANY,4,53,53,
208,338,WALK,ANY,1,53,53,
208,337,WALK,ANY,1,53,53,
208,35,SWARM,ANY,20,53,53,Swarm
208,35,WALK,DAY,10,53,53,
208,299,WALK,DAY,10,53,53,
208,35,WALK,NIGHT,10,53,53,
208,299,WALK,NIGHT,10,53,53,
208,337,RADAR,ANY,20,53,53,PokeRadar
208,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
208,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
208,199,SURF,ANY,30,50,50,Surfing + Incense Burner (Galarian form)
208,41,SURF,ANY,60,50,50,
208,41,SURF,ANY,30,50,50,
208,42,SURF,ANY,5,50,50,
208,42,SURF,ANY,4,50,50,
208,42,SURF,ANY,1,50,50,
208,129,OLD_ROD,ANY,60,10,10,
208,116,OLD_ROD,ANY,30,10,10,
208,147,OLD_ROD,ANY,5,10,10,
208,147,OLD_ROD,ANY,4,10,10,
208,147,OLD_ROD,ANY,1,10,10,
208,129,GOOD_ROD,ANY,60,25,25,
208,116,GOOD_ROD,ANY,30,25,25,
208,147,GOOD_ROD,ANY,5,25,25,
208,147,GOOD_ROD,ANY,4,25,25,
208,147,GOOD_ROD,ANY,1,25,25,
208,130,SUPER_ROD,ANY,60,50,50,
208,117,SUPER_ROD,ANY,30,50,50,
208,148,SUPER_ROD,ANY,5,50,50,
208,148,SUPER_ROD,ANY,4,50,50,
208,148,SUPER_ROD,ANY,1,50,50,
209,75,WALK,ANY,20,53,53,
209,437,WALK,ANY,20,53,53,
209,35,WALK,MORNING,10,53,53,
209,299,WALK,MORNING,10,53,53,
209,358,WALK,ANY,10,53,53,
209,42,WALK,ANY,10,53,53,
209,375,WALK,ANY,5,53,53,
209,375,WALK,ANY,5,53,53,
209,338,WALK,ANY,4,53,53,
209,337,WALK,ANY,4,53,53,
209,338,WALK,ANY,1,53,53,
209,337,WALK,ANY,1,53,53,
209,35,SWARM,ANY,20,53,53,Swarm
209,35,WALK,DAY,10,53,53,
209,299,WALK,DAY,10,53,53,
209,35,WALK,NIGHT,10,53,53,
209,299,WALK,NIGHT,10,53,53,
209,337,RADAR,ANY,20,53,53,PokeRadar
209,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
209,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
210,75,WALK,ANY,20,53,53,
210,437,WALK,ANY,20,53,53,
210,35,WALK,MORNING,10,53,53,
210,299,WALK,MORNING,10,53,53,
210,358,WALK,ANY,10,53,53,
210,42,WALK,ANY,10,53,53,
210,375,WALK,ANY,5,53,53,
210,375,WALK,ANY,5,53,53,
210,338,WALK,ANY,4,53,53,
210,337,WALK,ANY,4,53,53,
210,338,WALK,ANY,1,53,53,
210,337,WALK,ANY,1,53,53,
210,35,SWARM,ANY,20,53,53,Swarm
210,35,WALK,DAY,10,53,53,
210,299,WALK,DAY,10,53,53,
210,35,WALK,NIGHT,10,53,53,
210,299,WALK,NIGHT,10,53,53,
210,337,RADAR,ANY,20,53,53,PokeRadar
210,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
210,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
211,75,WALK,ANY,20,53,53,
211,437,WALK,ANY,20,53,53,
211,35,WALK,MORNING,10,53,53,
211,299,WALK,MORNING,10,53,53,
211,358,WALK,ANY,10,53,53,
211,42,WALK,ANY,10,53,53,
211,375,WALK,ANY,5,53,53,
211,375,WALK,ANY,5,53,53,
211,338,WALK,ANY,4,53,53,
211,337,WALK,ANY,4,53,53,
211,338,WALK,ANY,1,53,53,
211,337,WALK,ANY,1,53,53,
211,35,SWARM,ANY,20,53,53,Swarm
211,35,WALK,DAY,10,53,53,
211,299,WALK,DAY,10,53,53,
211,35,WALK,NIGHT,10,53,53,
211,299,WALK,NIGHT,10,53,53,
211,337,RADAR,ANY,20,53,53,PokeRadar
211,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
211,28,WALK,ANY,10,53,53,Incense Burner (Alolan form)
212,74,WALK,ANY,20,19,19,
212,436,WALK,ANY,20,19,19,
212,35,WALK,MORNING,10,19,19,
212,299,WALK,MORNING,10,19,19,
212,374,WALK,ANY,10,19,19,
212,41,WALK,ANY,10,19,19,
212,358,WALK,ANY,5,19,19,
212,358,WALK,ANY,5,19,19,
212,338,WALK,ANY,4,19,19,
212,337,WALK,ANY,4,19,19,
212,338,WALK,ANY,1,19,19,
212,337,WALK,ANY,1,19,19,
212,35,SWARM,ANY,20,19,19,Swarm
212,35,WALK,DAY,10,19,19,
212,299,WALK,DAY,10,19,19,
212,35,WALK,NIGHT,10,19,19,
212,299,WALK,NIGHT,10,19,19,
212,337,RADAR,ANY,20,19,19,PokeRadar
212,88,WALK,ANY,10,19,19,Incense Burner (Alolan form)
212,88,WALK,ANY,10,19,19,Incense Burner (Alolan form)
213,74,WALK,ANY,20,19,19,
213,436,WALK,ANY,20,19,19,
213,35,WALK,MORNING,10,19,19,
213,299,WALK,MORNING,10,19,19,
213,374,WALK,ANY,10,19,19,
213,41,WALK,ANY,10,19,19,
213,358,WALK,ANY,5,19,19,
213,358,WALK,ANY,5,19,19,
213,338,WALK,ANY,4,19,19,
213,337,WALK,ANY,4,19,19,
213,338,WALK,ANY,1,19,19,
213,337,WALK,ANY,1,19,19,
213,35,SWARM,ANY,20,19,19,Swarm
213,35,WALK,DAY,10,19,19,
213,299,WALK,DAY,10,19,19,
213,35,WALK,NIGHT,10,19,19,
213,299,WALK,NIGHT,10,19,19,
213,337,RADAR,ANY,20,19,19,PokeRadar
213,88,WALK,ANY,10,19,19,Incense Burner (Alolan form)
213,88,WALK,ANY,10,19,19,Incense Burner (Alolan form)
214,74,WALK,ANY,20,18,18,
214,436,WALK,ANY,20,18,18,
214,173,WALK,MORNING,10,18,18,
214,374,WALK,MORNING,10,18,18,
214,433,WALK,ANY,10,18,18,
214,41,WALK,ANY,10,18,18,
214,299,WALK,ANY,5,18,18,
214,299,WALK,ANY,5,18,18,
214,338,WALK,ANY,4,18,18,
214,337,WALK,ANY,4,18,18,
214,338,WALK,ANY,1,18,18,
214,337,WALK,ANY,1,18,18,
214,173,SWARM,ANY,20,18,18,Swarm
214,173,WALK,DAY,10,18,18,
214,374,WALK,DAY,10,18,18,
214,173,WALK,NIGHT,10,18,18,
214,374,WALK,NIGHT,10,18,18,
214,337,RADAR,ANY,20,18,18,PokeRadar
214,88,WALK,ANY,10,18,18,Incense Burner (Alolan form)
214,88,WALK,ANY,10,18,18,Incense Burner (Alolan form)
215,74,WALK,ANY,20,20,20,
215,436,WALK,ANY,20,20,20,
215,35,WALK,MORNING,10,20,20,
215,299,WALK,MORNING,10,20,20,
215,358,WALK,ANY,10,20,20,
215,375,WALK,ANY,10,20,20,
215,41,WALK,ANY,5,20,20,
215,41,WALK,ANY,5,20,20,
215,338,WALK,ANY,4,20,20,
215,337,WALK,ANY,4,20,20,
215,338,WALK,ANY,1,20,20,
215,337,WALK,ANY,1,20,20,
215,35,SWARM,ANY,20,20,20,Swarm
215,35,WALK,DAY,10,20,20,
215,299,WALK,DAY,10,20,20,
215,35,WALK,NIGHT,10,20,20,
215,299,WALK,NIGHT,10,20,20,
215,337,RADAR,ANY,20,20,20,PokeRadar
215,88,WALK,ANY,10,20,20,Incense Burner (Alolan form)
215,88,WALK,ANY,10,20,20,Incense Burner (Alolan form)
215,79,SURF,ANY,30,45,45,Surfing + Incense Burner (Galarian form)
215,363,SURF,ANY,60,45,45,
215,86,SURF,ANY,30,45,45,
215,364,SURF,ANY,5,45,45,
215,364,SURF,ANY,4,45,45,
215,364,SURF,ANY,1,45,45,
215,349,OLD_ROD,ANY,60,10,10,
215,349,OLD_ROD,ANY,30,10,10,
215,349,OLD_ROD,ANY,5,10,10,
215,349,OLD_ROD,ANY,4,10,10,
215,349,OLD_ROD,ANY,1,10,10,
215,349,GOOD_ROD,ANY,60,25,25,
215,349,GOOD_ROD,ANY,30,25,25,
215,349,GOOD_ROD,ANY,5,25,25,
215,349,GOOD_ROD,ANY,4,25,25,
215,349,GOOD_ROD,ANY,1,25,25,
215,349,SUPER_ROD,ANY,60,50,50,
215,349,SUPER_ROD,ANY,30,50,50,
215,349,SUPER_ROD,ANY,5,50,50,
215,349,SUPER_ROD,ANY,4,50,50,
215,349,SUPER_ROD,ANY,1,50,50,
219,400,WALK,ANY,20,36,36,
219,195,WALK,ANY,20,36,36,
219,357,WALK,MORNING,10,36,36,
219,114,WALK,MORNING,10,36,36,
219,455,WALK,ANY,10,36,36,
219,357,WALK,ANY,10,36,36,
219,114,WALK,ANY,5,36,36,
219,114,WALK,ANY,5,36,36,
219,400,WALK,ANY,4,36,36,
219,400,WALK,ANY,4,36,36,
219,400,WALK,ANY,1,36,36,
219,400,WALK,ANY,1,36,36,
219,400,SWARM,ANY,20,36,36,Swarm
219,357,WALK,DAY,10,36,36,
219,114,WALK,DAY,10,36,36,
219,357,WALK,NIGHT,10,36,36,
219,114,WALK,NIGHT,10,36,36,
219,400,RADAR,ANY,20,36,36,PokeRadar
219,215,WALK,ANY,10,36,36,Incense Burner (Hisuian form)
219,215,WALK,ANY,10,36,36,Incense Burner (Hisuian form)
219,211,SURF,ANY,30,40,40,Surfing + Incense Burner (Hisuian form)
219,194,SURF,ANY,60,40,40,
219,194,SURF,ANY,30,40,40,
219,195,SURF,ANY,5,40,40,
219,195,SURF,ANY,4,40,40,
219,195,SURF,ANY,1,40,40,
219,129,OLD_ROD,ANY,60,10,10,
219,339,OLD_ROD,ANY,30,10,10,
219,318,OLD_ROD,ANY,5,10,10,
219,318,OLD_ROD,ANY,4,10,10,
219,318,OLD_ROD,ANY,1,10,10,
219,129,GOOD_ROD,ANY,60,25,25,
219,339,GOOD_ROD,ANY,30,25,25,
219,318,GOOD_ROD,ANY,5,25,25,
219,318,GOOD_ROD,ANY,4,25,25,
219,318,GOOD_ROD,ANY,1,25,25,
219,130,SUPER_ROD,ANY,60,50,50,
219,340,SUPER_ROD,ANY,30,50,50,
219,319,SUPER_ROD,ANY,5,50,50,
219,319,SUPER_ROD,ANY,4,50,50,
219,319,SUPER_ROD,ANY,1,50,50,
220,400,WALK,ANY,20,36,36,
220,195,WALK,ANY,20,36,36,
220,357,WALK,MORNING,10,36,36,
220,114,WALK,MORNING,10,36,36,
220,455,WALK,ANY,10,36,36,
220,357,WALK,ANY,10,36,36,
220,114,WALK,ANY,5,36,36,
220,114,WALK,ANY,5,36,36,
220,400,WALK,ANY,4,36,36,
220,400,WALK,ANY,4,36,36,
220,400,WALK,ANY,1,36,36,
220,400,WALK,ANY,1,36,36,
220,400,SWARM,ANY,20,36,36,Swarm
220,357,WALK,DAY,10,36,36,
220,114,WALK,DAY,10,36,36,
220,357,WALK,NIGHT,10,36,36,
220,114,WALK,NIGHT,10,36,36,
220,400,RADAR,ANY,20,36,36,PokeRadar
220,215,WALK,ANY,10,36,36,Incense Burner (Hisuian form)
220,215,WALK,ANY,10,36,36,Incense Burner (Hisuian form)
220,211,SURF,ANY,30,40,40,Surfing + Incense Burner (Hisuian form)
220,194,SURF,ANY,60,40,40,
220,194,SURF,ANY,30,40,40,
220,195,SURF,ANY,5,40,40,
